"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264","V265","V266","V267","V268","V269","V270","V271","V272","V273","V274","V275","V276","V277","V278","V279","V280","V281","V282","V283","V284","V285","V286","V287","V288","V289","V290","V291","V292","V293","V294","V295","V296","V297","V298","V299","V300"
"182",130.49,130.49,141.04,135.9,119.06,124.86,107.18,124.86,113.15,104.18,89.35,83.58,59.92,48.94,72.53,72.53,62.32,50.92,60.36,59.38,53.63,54.57,63.19,56.55,49.61,48.59,46.95,46.05,43.34,41.2,38.59,36.37,33.11,29.89,26.85,23.01,20.95,19.27,14.86,13.94,13.94,14.25,13.64,13.33,14.25,14.86,15.46,12.73,13.03,11.85,11.56,11.01,10,8.65,9.77,9.35,8.09,8.97,8.65,7.93,8.24,8,13.92,18.5,23.84,28.96,34.27,39.65,51.24,47.68,47.17,45.18,42.73,31.84,35.08,31.07,29.87,36.56,31.07,45.04,43.2,33.68,32.34,33.68,24.86,24.04,29.87,32.34,43.2,57.59,64.79,63.35,56.11,50.7,49.35,44.72,52.22,50.32,48.9,48.35,46.86,46.77,44.5,41.08,40.83,37.2,36.01,34.32,31.27,30.64,30.05,27.59,24.66,26.79,28.97,26.79,28.97,26.43,29.5,33.38,31.27,34.17,33.38,28.97,28.97,34.17,36.14,34.62,36.55,39.01,41.16,44.87,46.07,44.46,42.81,41.09,39.71,37.88,36.28,34.48,33.03,31.31,29.97,28.26,26.79,25.43,23.54,20.44,18.05,18.44,18.44,18.87,20.29,20.54,20.19,20.61,20.29,20.61,19.96,19.44,20.08,19.44,20.19,19.44,19.58,19.44,19.3,19.58,19.3,21.41,24.13,26.23,28.26,31.06,33.39,35.29,37.21,39.06,41.18,43.73,62.8,72.75,82.04,96.24,107.02,108.58,119.51,130.8,142.42,156.18,133.23,162.3,152.38,154.33,127.7,130.49,127.7,154.33,154.33,162.3,167.91,167.91,164.56,164.56,150.31,156.18,142.77,150.02,128.16,124.89,104.39,102.21,104.63,90.49,88.02,86.47,75.16,63.53,58.89,61.3,57.6,47.2,45.56,44.8,44.38,42.85,42.19,43.73,40.36,42.19,38.25,37.2,32.21,29.3,27.61,28.15,31.27,28.97,29.5,28.02,29.5,34.17,29.5,29.5,28.97,25.18,26.43,32.63,35,35,43.43,47.5,48.97,57.23,50.5,47.5,37.78,36.8,35,31.27,35.09,34.04,33.54,37.86,38.78,42.05,40.63,41.56,39.56,41.93,41.97,43.41,44.48,45.89,64.44,68.81,71.59,83.29,81.41,85.52,85.22,96.57,99.64,93.98,110.17,121.98,119.06,124.86,95.23,98.2,86.45,98.2,98.2,98.2,80.75,57.59,72.53,86.45,67.31,55.32
"183",127.7,127.7,138.51,133.23,116.12,121.98,104.18,121.98,110.17,101.19,86.45,80.75,57.59,46.95,69.89,69.89,59.92,49.02,58.35,57.56,52.13,53.21,61.78,55.46,48.89,48.07,46.66,46.02,43.28,41.15,38.51,36.28,32.97,29.72,26.65,22.78,20.7,19.01,14.55,13.64,13.64,13.94,13.33,13.03,13.94,14.55,15.16,12.43,12.73,11.56,11.28,10.75,9.77,8.51,9.56,9.16,8.02,8.8,8.51,7.96,8.24,8.07,14.07,18.55,23.9,28.96,34.3,39.69,50.95,47.22,46.43,44.23,41.58,30.93,33.68,29.87,28.74,35.08,29.87,43.2,41.43,32.34,31.07,32.34,24.04,23.28,28.74,31.07,41.43,55.32,62.32,61.13,54.29,49.25,48.14,43.89,51.3,49.66,48.49,48.47,47.07,47.13,44.91,41.46,41.37,37.7,36.61,34.99,31.93,31.27,30.64,28.02,24.91,27.18,29.5,27.18,29.5,26.79,30.05,34.17,31.93,35,34.17,29.5,29.5,35,36.87,35.04,36.86,39.24,41.3,45.01,46.09,44.48,42.84,41.13,39.75,37.93,36.33,34.55,33.1,31.39,30.04,28.34,26.86,25.48,23.62,20.57,18.18,18.58,18.58,19.02,20.38,20.61,20.29,20.66,20.38,20.66,20.08,19.58,20.19,19.58,20.29,19.58,19.71,19.58,19.44,19.71,19.44,21.54,24.24,26.34,28.36,31.12,33.43,35.35,37.27,39.11,41.2,43.75,62.54,72.29,81.35,95.62,106.27,107.14,117.9,129.05,140.55,154.33,130.49,160.97,150.31,152.38,124.86,127.7,124.86,152.38,152.38,160.97,167.88,167.88,163.5,163.5,148.13,154.33,140.62,148.83,126.11,123.04,102.3,100.3,103.02,88.85,86.55,85.21,73.97,62.53,58.08,60.6,57.07,47.25,45.62,44.92,44.58,43.06,42.47,44.19,40.74,42.77,38.71,37.7,32.5,29.53,27.84,28.51,31.93,29.5,30.05,28.48,30.05,35,30.05,30.05,29.5,25.47,26.79,33.38,35.88,35.88,44.73,48.97,50.5,59.06,52.09,48.97,38.8,37.78,35.88,31.93,35.87,34.66,34.03,38.5,39.37,42.72,41.12,42,39.78,42.19,42.12,43.54,44.58,45.97,64.32,68.25,70.72,82.25,80,83.84,83.27,94.37,97.17,91.27,107.18,119.06,116.12,121.98,92.28,95.23,83.58,95.23,95.23,95.23,77.97,55.32,69.89,83.58,64.79,53.12
"184",124.86,124.86,135.9,130.49,113.15,119.06,101.19,119.06,107.18,98.2,83.58,77.97,55.32,45.04,67.31,67.31,57.59,47.19,56.38,55.78,50.68,51.88,60.4,54.4,48.2,47.57,46.39,45.99,43.23,41.09,38.43,36.19,32.83,29.55,26.45,22.55,20.45,18.75,14.25,13.33,13.33,13.64,13.03,12.73,13.64,14.25,14.86,12.14,12.43,11.28,11.01,10.49,9.56,8.38,9.35,8.97,7.97,8.65,8.38,8,8.35,8.14,14.23,18.61,23.9,28.98,34.34,39.73,50.67,46.78,45.72,43.31,40.48,30.08,32.34,28.74,27.68,33.68,28.74,41.43,39.73,31.07,29.87,31.07,23.28,22.58,27.68,29.87,39.73,53.12,59.92,58.96,52.52,47.84,46.97,43.09,50.41,49.03,48.1,48.6,47.28,47.51,45.33,41.86,41.93,38.23,37.24,35.71,32.63,31.93,31.27,28.48,25.18,27.59,30.05,27.59,30.05,27.18,30.64,35,32.63,35.88,35,30.05,30.05,35.88,37.64,35.48,37.18,39.49,41.44,45.16,46.11,44.51,42.87,41.17,39.79,37.98,36.39,34.62,33.17,31.46,30.1,28.41,26.93,25.52,23.7,20.71,18.31,18.73,18.73,19.16,20.47,20.66,20.38,20.71,20.47,20.71,20.19,19.71,20.29,19.71,20.38,19.71,19.84,19.71,19.58,19.84,19.58,21.67,24.34,26.44,28.45,31.18,33.47,35.4,37.32,39.15,41.21,43.78,62.27,71.81,80.62,94.96,105.45,105.64,116.23,127.22,138.59,152.38,127.7,159.5,148.13,150.31,121.98,124.86,121.98,150.31,150.31,159.5,167.7,167.7,162.3,162.3,145.86,152.38,138.38,147.52,123.99,121.13,100.18,98.36,101.37,87.19,85.07,83.92,72.78,61.54,57.29,59.91,56.55,47.31,45.68,45.04,44.79,43.29,42.76,44.68,41.13,43.37,39.2,38.23,32.82,29.76,28.08,28.89,32.63,30.05,30.64,28.97,30.64,35.88,30.64,30.64,30.05,25.77,27.18,34.17,36.8,36.8,46.08,50.5,52.09,60.96,53.74,50.5,39.88,38.8,36.8,32.63,36.7,35.32,34.54,39.17,40,43.42,41.64,42.47,40.01,42.47,42.29,43.69,44.69,46.06,64.19,67.69,69.84,81.19,78.58,82.16,81.33,92.17,94.7,88.58,104.18,116.12,113.15,119.06,89.35,92.28,80.75,92.28,92.28,92.28,75.22,53.12,67.31,80.75,62.32,50.99
"185",121.98,121.98,133.23,127.7,110.17,116.12,98.2,116.12,104.18,95.23,80.75,75.22,53.12,43.2,64.79,64.79,55.32,45.43,54.48,54.05,49.28,50.6,59.05,53.36,47.53,47.08,46.13,45.96,43.17,41.02,38.34,36.1,32.69,29.37,26.24,22.31,20.19,18.48,13.94,13.03,13.03,13.33,12.73,12.43,13.33,13.94,14.55,11.85,12.14,11.01,10.75,10.24,9.35,8.27,9.16,8.8,7.93,8.51,8.27,8.07,8.47,8.24,14.4,18.68,23.97,29,34.34,39.78,50.39,46.36,45.05,42.44,39.43,29.28,31.07,27.68,26.68,32.34,27.68,39.73,38.11,29.87,28.74,29.87,22.58,21.93,26.68,28.74,38.11,50.99,57.59,56.85,50.8,46.48,45.84,42.33,49.56,48.41,47.72,48.73,47.51,47.9,45.78,42.29,42.53,38.78,37.91,36.46,33.38,32.63,31.93,28.97,25.47,28.02,30.64,28.02,30.64,27.59,31.27,35.88,33.38,36.8,35.88,30.64,30.64,36.8,38.45,35.95,37.53,39.75,41.59,45.32,46.13,44.53,42.9,41.21,39.82,38.03,36.44,34.68,33.23,31.53,30.16,28.48,26.99,25.55,23.76,20.85,18.44,18.87,18.87,19.3,20.54,20.71,20.47,20.75,20.54,20.75,20.29,19.84,20.38,19.84,20.47,19.84,19.96,19.84,19.71,19.96,19.71,21.8,24.44,26.53,28.55,31.23,33.5,35.45,37.38,39.2,41.23,43.81,61.98,71.3,79.87,94.24,104.56,104.09,114.49,125.32,136.54,150.31,124.86,157.9,145.86,148.13,119.06,121.98,119.06,148.13,148.13,157.9,167.36,167.36,160.97,160.97,143.5,150.31,136.07,146.1,121.81,119.15,98.04,96.4,99.68,85.52,83.58,82.62,71.59,60.57,56.51,59.22,56.03,47.37,45.75,45.18,45.01,43.52,43.07,45.19,41.56,44.01,39.71,38.78,33.15,30.01,28.33,29.3,33.38,30.64,31.27,29.5,31.27,36.8,31.27,31.27,30.64,26.09,27.59,35,37.78,37.78,47.5,52.09,53.74,62.91,55.46,52.09,41.01,39.88,37.78,33.38,37.57,36.01,35.09,39.88,40.65,44.16,42.19,42.96,40.26,42.76,42.47,43.85,44.8,46.15,64.04,67.1,68.95,80.11,77.16,80.48,79.4,89.96,92.23,85.9,101.19,113.15,110.17,116.12,86.45,89.35,77.97,89.35,89.35,89.35,72.53,50.99,64.79,77.97,59.92,48.94
"186",119.06,119.06,130.49,124.86,107.18,113.15,95.23,113.15,101.19,92.28,77.97,72.53,50.99,41.43,62.32,62.32,53.12,43.74,52.63,52.38,47.92,49.36,57.73,52.36,46.88,46.62,45.88,45.93,43.11,40.96,38.25,36,32.55,29.2,26.04,22.08,19.94,18.21,13.64,12.73,12.73,13.03,12.43,12.14,13.03,13.64,14.25,11.56,11.85,10.75,10.49,10,9.16,8.17,8.97,8.65,7.91,8.38,8.17,8.14,8.61,8.24,14.58,18.68,24.05,29.03,34.38,39.83,50.12,45.96,44.4,41.61,38.44,28.53,29.87,26.68,25.74,31.07,26.68,38.11,36.56,28.74,27.68,28.74,21.93,21.34,25.74,27.68,36.56,48.94,55.32,54.8,49.14,45.18,44.76,41.61,48.73,47.83,47.36,48.88,47.75,48.32,46.25,42.74,43.16,39.37,38.62,37.25,34.17,33.38,32.63,29.5,25.77,28.48,31.27,28.48,31.27,28.02,31.93,36.8,34.17,37.78,36.8,31.27,31.27,37.78,39.3,36.45,37.9,40.03,41.76,45.48,46.15,44.56,42.93,41.24,39.85,38.08,36.49,34.75,33.29,31.6,30.21,28.54,27.04,25.57,23.82,20.98,18.58,19.02,19.02,19.44,20.61,20.75,20.54,20.77,20.61,20.77,20.38,19.96,20.47,19.96,20.54,19.96,20.08,19.96,19.84,20.08,19.84,21.92,24.53,26.62,28.64,31.28,33.52,35.5,37.43,39.25,41.26,43.84,61.69,70.78,79.08,93.47,103.62,102.5,112.7,123.34,134.41,148.13,121.98,156.18,143.5,145.86,116.12,119.06,116.12,145.86,145.86,156.18,166.88,166.88,159.5,159.5,141.04,148.13,133.67,144.56,119.57,117.11,95.88,94.42,97.96,83.84,82.07,81.29,70.39,59.61,55.75,58.54,55.53,47.44,45.82,45.32,45.25,43.78,43.4,45.73,42,44.68,40.25,39.37,33.5,30.28,28.6,29.74,34.17,31.27,31.93,30.05,31.93,37.78,31.93,31.93,31.27,26.43,28.02,35.88,38.8,38.8,48.97,53.74,55.46,64.93,57.23,53.74,42.19,41.01,38.8,34.17,38.49,36.75,35.67,40.63,41.34,44.93,42.77,43.48,40.52,43.07,42.65,44.02,44.92,46.24,63.87,66.51,68.05,79.01,75.74,78.79,77.48,87.75,89.77,83.26,98.2,110.17,107.18,113.15,83.58,86.45,75.22,86.45,86.45,86.45,69.89,48.94,62.32,75.22,57.59,46.95
"187",116.12,116.12,127.7,121.98,104.18,110.17,92.28,110.17,98.2,89.35,75.22,69.89,48.94,39.73,59.92,59.92,50.99,42.11,50.84,50.76,46.62,48.16,56.44,51.38,46.27,46.18,45.65,45.9,43.05,40.89,38.15,35.89,32.4,29.02,25.83,21.85,19.68,17.93,13.33,12.43,12.43,12.73,12.14,11.85,12.73,13.33,13.94,11.28,11.56,10.49,10.24,9.77,8.97,8.09,8.8,8.51,7.91,8.27,8.09,8.24,8.77,8.35,14.78,18.76,24.13,29.07,34.43,39.88,49.87,45.58,43.78,40.82,37.49,27.83,28.74,25.74,24.86,29.87,25.74,36.56,35.08,27.68,26.68,27.68,21.34,20.79,24.86,26.68,35.08,46.95,53.12,52.82,47.54,43.93,43.73,40.93,47.93,47.26,47.01,49.02,48,48.75,46.75,43.22,43.82,40,39.37,38.08,35,34.17,33.38,30.05,26.09,28.97,31.93,28.97,31.93,28.48,32.63,37.78,35,38.8,37.78,31.93,31.93,38.8,40.2,36.97,38.29,40.32,41.93,45.66,46.16,44.58,42.96,41.28,39.87,38.12,36.54,34.8,33.34,31.66,30.25,28.6,27.08,25.58,23.87,21.11,18.73,19.16,19.16,19.58,20.66,20.77,20.61,20.78,20.66,20.78,20.47,20.08,20.54,20.08,20.61,20.08,20.19,20.08,19.96,20.19,19.96,22.04,24.62,26.71,28.72,31.32,33.54,35.54,37.48,39.3,41.28,43.87,61.38,70.23,78.27,92.66,102.61,100.86,110.85,121.3,132.19,145.86,119.06,154.33,141.04,143.5,113.15,116.12,113.15,143.5,143.5,154.33,166.26,166.26,157.9,157.9,138.51,145.86,131.21,142.92,117.29,115.02,93.72,92.43,96.2,82.16,80.55,79.96,69.21,58.67,55,57.87,55.03,47.51,45.89,45.47,45.5,44.04,43.75,46.29,42.47,45.38,40.82,40,33.88,30.56,28.88,30.2,35,31.93,32.63,30.64,32.63,38.8,32.63,32.63,31.93,26.79,28.48,36.8,39.88,39.88,50.5,55.46,57.23,67,59.06,55.46,43.43,42.19,39.88,35,39.46,37.52,36.29,41.41,42.07,45.73,43.37,44.03,40.8,43.4,42.85,44.19,45.04,46.34,63.69,65.91,67.15,77.89,74.31,77.11,75.58,85.55,87.31,80.64,95.23,107.18,104.18,110.17,80.75,83.58,72.53,83.58,83.58,83.58,67.31,46.95,59.92,72.53,55.32,45.04
"188",113.15,113.15,124.86,119.06,101.19,107.18,89.35,107.18,95.23,86.45,72.53,67.31,46.95,38.11,57.59,57.59,48.94,40.55,49.11,49.19,45.36,47.01,55.19,50.44,45.68,45.76,45.43,45.86,43,40.82,38.06,35.79,32.25,28.83,25.62,21.62,19.42,17.65,13.03,12.14,12.14,12.43,11.85,11.56,12.43,13.03,13.64,11.01,11.28,10.24,10,9.56,8.8,8.02,8.65,8.38,7.93,8.17,8.02,8.24,8.94,8.47,14.98,18.85,24.23,29.12,34.48,39.94,49.62,45.22,43.2,40.07,36.59,27.18,27.68,24.86,24.04,28.74,24.86,35.08,33.68,26.68,25.74,26.68,20.79,20.3,24.04,25.74,33.68,45.04,50.99,50.9,46,42.73,42.73,40.27,47.17,46.72,46.69,49.18,48.27,49.2,47.26,43.72,44.51,40.65,40.15,38.96,35.88,35,34.17,30.64,26.43,29.5,32.63,29.5,32.63,28.97,33.38,38.8,35.88,39.88,38.8,32.63,32.63,39.88,41.14,37.53,38.71,40.63,42.11,45.84,46.18,44.6,42.99,41.32,39.9,38.16,36.58,34.86,33.39,31.72,30.29,28.64,27.12,25.58,23.91,21.24,18.87,19.3,19.3,19.71,20.71,20.78,20.66,20.79,20.71,20.79,20.54,20.19,20.61,20.19,20.66,20.19,20.29,20.19,20.08,20.29,20.08,22.15,24.7,26.79,28.8,31.36,33.56,35.58,37.53,39.35,41.31,43.9,61.06,69.67,77.44,91.79,101.55,99.19,108.95,119.2,129.91,143.5,116.12,152.38,138.51,141.04,110.17,113.15,110.17,141.04,141.04,152.38,165.48,165.48,156.18,156.18,135.9,143.5,128.68,141.18,114.95,112.88,91.54,90.43,94.43,80.48,79.03,78.62,68.02,57.75,54.27,57.21,54.53,47.58,45.97,45.63,45.76,44.33,44.11,46.88,42.96,46.12,41.42,40.65,34.28,30.86,29.18,30.69,35.88,32.63,33.38,31.27,33.38,39.88,33.38,33.38,32.63,27.18,28.97,37.78,41.01,41.01,52.09,57.23,59.06,69.13,60.96,57.23,44.73,43.43,41.01,35.88,40.47,38.34,36.94,42.24,42.83,46.58,44.01,44.6,41.1,43.75,43.06,44.38,45.18,46.45,63.49,65.3,66.25,76.76,72.9,75.44,73.69,83.36,84.88,78.06,92.28,104.18,101.19,107.18,77.97,80.75,69.89,80.75,80.75,80.75,64.79,45.04,57.59,69.89,53.12,43.2
"189",110.17,110.17,121.98,116.12,98.2,104.18,86.45,104.18,92.28,83.58,69.89,64.79,45.04,36.56,55.32,55.32,46.95,39.06,47.44,47.68,44.16,45.9,53.97,49.53,45.11,45.36,45.23,45.83,42.93,40.75,37.96,35.68,32.1,28.65,25.42,21.4,19.17,17.37,12.73,11.85,11.85,12.14,11.56,11.28,12.14,12.73,13.33,10.75,11.01,10,9.77,9.35,8.65,7.97,8.51,8.27,7.96,8.09,7.97,8.35,9.12,8.61,15.19,18.96,24.34,29.12,34.54,39.99,49.38,44.87,42.64,39.35,35.74,26.58,26.68,24.04,23.28,27.68,24.04,33.68,32.34,25.74,24.86,25.74,20.3,19.85,23.28,24.86,32.34,43.2,48.94,49.04,44.52,41.58,41.79,39.66,46.43,46.2,46.37,49.34,48.54,49.67,47.8,44.25,45.23,41.34,40.98,39.89,36.8,35.88,35,31.27,26.79,30.05,33.38,30.05,33.38,29.5,34.17,39.88,36.8,41.01,39.88,33.38,33.38,41.01,42.13,38.12,39.15,40.96,42.31,46.04,46.2,44.62,43.01,41.35,39.92,38.2,36.62,34.91,33.43,31.77,30.32,28.69,27.15,25.57,23.95,21.37,19.02,19.44,19.44,19.84,20.75,20.79,20.71,20.78,20.75,20.78,20.61,20.29,20.66,20.29,20.71,20.29,20.38,20.29,20.19,20.38,20.19,22.26,24.77,26.86,28.88,31.39,33.57,35.61,37.58,39.4,41.35,43.92,60.74,69.09,76.59,90.89,100.43,97.48,107.02,117.05,127.55,141.04,113.15,150.31,135.9,138.51,107.18,110.17,107.18,138.51,138.51,150.31,164.56,164.56,154.33,154.33,133.23,141.04,126.09,139.34,112.58,110.7,89.37,88.42,92.63,78.79,77.51,77.26,66.84,56.84,53.56,56.55,54.05,47.66,46.06,45.8,46.04,44.62,44.5,47.5,43.48,46.88,42.05,41.34,34.71,31.17,29.5,31.21,36.8,33.38,34.17,31.93,34.17,41.01,34.17,34.17,33.38,27.59,29.5,38.8,42.19,42.19,53.74,59.06,60.96,71.32,62.91,59.06,46.08,44.73,42.19,36.8,41.53,39.2,37.62,43.11,43.63,47.46,44.68,45.21,41.42,44.11,43.29,44.58,45.32,46.57,63.27,64.68,65.36,75.62,71.48,73.78,71.83,81.18,82.46,75.52,89.35,101.19,98.2,104.18,75.22,77.97,67.31,77.97,77.97,77.97,62.32,43.2,55.32,67.31,50.99,41.43
"190",107.18,107.18,119.06,113.15,95.23,101.19,83.58,101.19,89.35,80.75,67.31,62.32,43.2,35.08,53.12,53.12,45.04,37.63,45.83,46.22,43,44.84,52.78,48.65,44.58,44.98,45.04,45.79,42.87,40.67,37.86,35.56,31.94,28.47,25.21,21.17,18.91,17.09,12.43,11.56,11.56,11.85,11.28,11.01,11.85,12.43,13.03,10.49,10.75,9.77,9.56,9.16,8.51,7.93,8.38,8.17,8,8.02,7.93,8.47,9.32,8.77,15.41,19.08,24.45,29.17,34.6,40.05,49.15,44.55,42.11,38.68,34.94,26.03,25.74,23.28,22.58,26.68,23.28,32.34,31.07,24.86,24.04,24.86,19.85,19.44,22.58,24.04,31.07,41.43,46.95,47.25,43.1,40.48,40.88,39.08,45.72,45.71,46.08,49.51,48.83,50.16,48.37,44.8,45.99,42.07,41.85,40.86,37.78,36.8,35.88,31.93,27.18,30.64,34.17,30.64,34.17,30.05,35,41.01,37.78,42.19,41.01,34.17,34.17,42.19,43.17,38.75,39.61,41.32,42.52,46.25,46.21,44.64,43.04,41.38,39.93,38.23,36.65,34.96,33.47,31.82,30.34,28.72,27.16,25.56,23.97,21.49,19.16,19.58,19.58,19.96,20.77,20.78,20.75,20.76,20.77,20.76,20.66,20.38,20.71,20.38,20.75,20.38,20.47,20.38,20.29,20.47,20.29,22.36,24.84,26.93,28.95,31.41,33.57,35.64,37.62,39.45,41.38,43.95,60.4,68.5,75.71,89.94,99.26,95.75,105.04,114.84,125.14,138.51,110.17,148.13,133.23,135.9,104.18,107.18,104.18,135.9,135.9,148.13,163.5,163.5,152.38,152.38,130.49,138.51,123.45,137.4,110.17,108.49,87.19,86.4,90.81,77.11,75.99,75.91,65.68,55.95,52.87,55.91,53.57,47.74,46.15,45.98,46.33,44.94,44.91,48.14,44.03,47.68,42.72,42.07,35.16,31.51,29.84,31.77,37.78,34.17,35,32.63,35,42.19,35,35,34.17,28.02,30.05,39.88,43.43,43.43,55.46,60.96,62.91,73.56,64.93,60.96,47.5,46.08,43.43,37.78,42.65,40.11,38.35,44.02,44.47,48.37,45.38,45.84,41.75,44.5,43.52,44.79,45.47,46.69,63.04,64.05,64.46,74.47,70.08,72.13,69.99,79.02,80.07,73.02,86.45,98.2,95.23,101.19,72.53,75.22,64.79,75.22,75.22,75.22,59.92,41.43,53.12,64.79,48.94,39.73
"191",104.18,104.18,116.12,110.17,92.28,98.2,80.75,98.2,86.45,77.97,64.79,59.92,41.43,33.68,50.99,50.99,43.2,36.27,44.28,44.82,41.89,43.82,51.63,47.8,44.06,44.62,44.86,45.76,42.81,40.59,37.76,35.45,31.79,28.28,25,20.95,18.66,16.81,12.14,11.28,11.28,11.56,11.01,10.75,11.56,12.14,12.73,10.24,10.49,9.56,9.35,8.97,8.38,7.91,8.27,8.09,8.07,7.97,7.91,8.61,9.52,8.94,15.64,19.2,24.57,29.24,34.67,40.12,48.93,44.24,41.61,38.04,34.19,25.52,24.86,22.58,21.93,25.74,22.58,31.07,29.87,24.04,23.28,24.04,19.44,19.08,21.93,23.28,29.87,39.73,45.04,45.52,41.73,39.43,40.02,38.53,45.05,45.24,45.79,49.69,49.13,50.67,48.96,45.38,46.78,42.83,42.76,41.88,38.8,37.78,36.8,32.63,27.59,31.27,35,31.27,35,30.64,35.88,42.19,38.8,43.43,42.19,35,35,43.43,44.25,39.41,40.1,41.69,42.74,46.47,46.23,44.66,43.06,41.41,39.94,38.26,36.68,35,33.5,31.86,30.36,28.74,27.18,25.53,23.98,21.6,19.3,19.71,19.71,20.08,20.78,20.76,20.77,20.73,20.78,20.73,20.71,20.47,20.75,20.47,20.77,20.47,20.54,20.47,20.38,20.54,20.38,22.45,24.89,26.99,29.02,31.43,33.56,35.66,37.66,39.5,41.42,43.98,60.06,67.89,74.82,88.96,98.05,93.99,103.03,112.59,122.67,135.9,107.18,145.86,130.49,133.23,101.19,104.18,101.19,133.23,133.23,145.86,162.3,162.3,150.31,150.31,127.7,135.9,120.77,135.38,107.73,106.23,85.02,84.39,88.98,75.44,74.48,74.55,64.52,55.08,52.19,55.28,53.11,47.83,46.24,46.17,46.64,45.27,45.33,48.81,44.6,48.52,43.42,42.83,35.64,31.87,30.2,32.36,38.8,35,35.88,33.38,35.88,43.43,35.88,35.88,35,28.48,30.64,41.01,44.73,44.73,57.23,62.91,64.93,75.85,67,62.91,48.97,47.5,44.73,38.8,43.82,41.06,39.11,44.97,45.35,49.33,46.12,46.5,42.1,44.91,43.78,45.01,45.63,46.82,62.8,63.42,63.57,73.32,68.69,70.5,68.18,76.88,77.7,70.56,83.58,95.23,92.28,98.2,69.89,72.53,62.32,72.53,72.53,72.53,57.59,39.73,50.99,62.32,46.95,38.11
