"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264","V265","V266","V267","V268","V269","V270","V271","V272","V273","V274","V275","V276","V277","V278","V279","V280","V281","V282","V283","V284","V285","V286","V287","V288","V289","V290","V291","V292","V293","V294","V295","V296","V297","V298","V299","V300"
"166",7.42,7.11,7.13,7.15,7.11,7.19,7.8,7.11,7.93,8.91,8.54,7.5,7.59,7.5,7.13,7.11,7.13,7.23,9.53,12.15,14.29,17.61,20.14,23.87,27.16,30.18,31.92,35.39,36.25,37.76,40.24,41.74,43.48,44.57,40.76,37,33.44,29.77,25.91,22.56,18.86,15.11,11.41,6.89,6.83,6.63,6.59,6.63,7.18,7.33,7.85,7.56,7.71,6.77,6.67,6.54,6.57,6.68,7.85,6.83,6.53,6.55,6.67,6.63,10.35,14.19,18.31,22.07,25.79,29.66,33.41,37.15,40.93,50.25,51.63,51.78,53.41,50.24,53.22,48.84,52.2,54.65,53.9,57.02,50.54,40.35,50.59,53.46,43.3,37.81,38.61,37.04,38.61,44.38,42.27,44.38,42.27,46.7,45.51,49.23,44.38,47.94,45.51,51.87,47.11,50.48,51.5,48.58,43.97,44.57,45.64,44.01,44.36,45.51,48.88,48.19,58.45,61.21,59.76,61.41,60.9,70.45,77.28,79.22,77.59,73.37,85.05,79.66,81.94,68.38,81.52,74.27,69.61,67.33,58.66,79.07,69.61,74.27,86.5,104.55,104.55,109.78,114.99,114.99,134.92,132.55,117.58,109.78,107.17,125.21,122.69,120.14,134.92,112.47,102.79,86.65,77.75,73.54,67.85,65.23,44.7,41.68,38.44,35.44,32.41,29.58,26.37,23.57,20.45,16.96,14,10.93,7.56,7.78,7.56,7.56,7.41,7.1,7.56,8.1,7.98,8.1,8.1,8.24,8.41,8.4,8.41,8.32,8.32,8.32,8.4,8.4,8.4,8.41,8.4,12.05,15.55,19.32,22.96,26.6,30.1,33.55,37.31,40.97,53.03,51.56,51.07,56.34,65.18,59.67,58.88,54.4,54.87,56.64,53.08,57.82,52.04,55.52,67.46,70.72,81.52,71.92,69.61,104.55,89.03,81.52,89.03,96.74,107.17,109.78,101.94,79.07,86.5,94.15,91.58,101.94,109.78,117.8,117.23,110.02,86.05,77.59,64.47,67.98,59.05,64.39,61.11,58.83,52.07,45.42,42.51,41.01,39.45,36.92,33.81,32.38,31.65,30.09,28.61,25.82,22.88,21.46,20.84,18.52,23.24,22.54,23.24,23.24,20.75,21.84,22.54,18.14,15.13,15.5,16.62,17.38,17.38,19.27,18.52,15.5,13,12.67,12.67,12.34,12.02,18.4,22.25,29,33.8,39.24,57.47,61.21,64.62,67.28,68.75,63.54,64.28,64.76,74.83,67.94
"167",7.5,7.11,7.12,7.13,7.12,7.23,7.93,7.12,8.06,9.11,8.72,7.59,7.69,7.59,7.16,7.12,7.12,7.28,9.57,12.23,14.34,17.75,20.29,24.07,27.37,30.38,32.1,35.56,36.4,37.89,40.35,41.83,43.54,44.57,40.76,37.02,33.47,29.8,25.95,22.6,18.92,15.17,11.48,6.96,6.89,6.67,6.63,6.67,7.25,7.41,7.92,7.64,7.78,6.83,6.72,6.53,6.59,6.63,7.65,6.75,6.55,6.57,6.72,6.67,10.37,14.22,18.36,22.12,25.83,29.7,33.44,37.18,40.95,50.43,51.96,52.23,54.02,50.83,54.02,49.57,53.17,55.82,55.13,58.47,51.85,41.29,51.99,54.99,44.38,38.61,39.46,37.81,39.46,45.51,43.3,45.51,43.3,47.94,46.7,50.59,45.51,49.23,46.7,53.24,48.2,51.62,52.6,49.47,44.55,45.1,46.13,44.33,44.61,45.72,49.17,48.37,58.12,60.72,59.12,60.62,59.99,69.32,75.97,77.75,75.99,71.67,83.11,77.62,79.75,66.25,79.07,71.92,67.33,65.1,56.6,76.65,67.33,71.92,83.99,104.55,104.55,107.17,112.39,112.39,132.55,130.14,114.99,107.17,104.55,122.69,120.14,117.58,132.55,110.19,100.77,86.65,76.29,72.35,66.96,64.62,44.7,41.7,38.46,35.46,32.44,29.59,26.4,23.57,20.47,17.02,14.06,10.99,7.64,7.85,7.64,7.64,7.48,7.18,7.64,8.15,8.04,8.15,8.15,8.28,8.41,8.41,8.4,8.28,8.28,8.28,8.39,8.39,8.39,8.41,8.39,12.05,15.52,19.31,22.97,26.6,30.12,33.58,37.33,40.98,52.74,51.19,50.61,55.67,64.29,58.73,57.85,53.35,53.71,55.34,51.76,56.29,50.54,53.83,65.44,68.53,79.07,69.61,67.33,104.55,86.5,79.07,86.5,94.15,104.55,107.17,99.33,76.65,83.99,91.58,89.03,99.33,107.17,115.42,115.08,108.01,84.15,75.89,63.07,66.67,58,63.4,60.3,58.18,51.67,45.46,42.55,41.1,39.57,37.06,33.96,32.56,31.86,30.32,28.87,26.1,23.19,21.79,21.19,18.89,23.58,22.89,23.58,23.58,21.12,22.19,22.89,18.52,15.5,15.87,17,17.76,17.76,19.64,18.89,15.87,13.34,13,13,12.67,12.34,18.69,22.45,29.19,33.92,39.32,57.15,60.74,64.01,66.53,68.75,62.56,63.17,63.53,73.39,66.45
"168",7.59,7.12,7.11,7.12,7.13,7.28,8.06,7.13,8.21,9.32,8.91,7.69,7.8,7.69,7.19,7.13,7.11,7.35,9.62,12.32,14.4,17.9,20.45,24.27,27.59,30.59,32.29,35.73,36.55,38.01,40.46,41.91,43.6,44.57,40.77,37.03,33.5,29.84,26,22.65,18.97,15.23,11.54,7.03,6.96,6.72,6.67,6.72,7.33,7.48,7.98,7.71,7.85,6.89,6.77,6.53,6.63,6.59,7.47,6.68,6.57,6.59,6.77,6.72,10.39,14.25,18.42,22.16,25.87,29.73,33.47,37.2,40.97,50.62,52.31,52.69,54.64,51.44,54.86,50.33,54.18,57.03,56.42,59.98,53.21,42.27,53.46,56.57,45.51,39.46,40.35,38.61,40.35,46.7,44.38,46.7,44.38,49.23,47.94,51.99,46.7,50.59,47.94,54.67,49.33,52.81,53.74,50.4,45.17,45.65,46.65,44.67,44.87,45.95,49.48,48.55,57.8,60.23,58.5,59.85,59.1,68.19,74.67,76.29,74.39,69.98,81.18,75.61,77.58,64.16,76.65,69.61,65.1,62.91,54.59,74.27,65.1,69.61,81.52,101.94,101.94,104.55,109.78,109.78,130.14,127.69,112.39,104.55,104.55,120.14,117.58,114.99,130.14,107.88,98.74,84.9,74.83,71.18,66.07,64.01,44.71,41.71,38.49,35.49,32.47,29.61,26.43,23.57,20.5,17.07,14.11,11.05,7.71,7.92,7.71,7.71,7.56,7.25,7.71,8.2,8.1,8.2,8.2,8.32,8.41,8.41,8.39,8.25,8.25,8.25,8.37,8.37,8.37,8.4,8.37,12.04,15.48,19.3,22.97,26.59,30.15,33.61,37.36,41,52.45,50.82,50.16,55.01,63.42,57.81,56.84,52.33,52.58,54.07,50.47,54.79,49.08,52.19,63.45,66.39,76.65,67.33,65.1,101.94,83.99,76.65,83.99,91.58,104.55,104.55,96.74,74.27,81.52,89.03,86.5,96.74,104.55,113.03,112.9,105.98,82.26,74.22,61.69,65.37,56.97,62.42,59.5,57.55,51.27,45.51,42.6,41.19,39.69,37.2,34.11,32.75,32.08,30.56,29.13,26.39,23.49,22.12,21.54,19.27,23.92,23.24,23.92,23.92,21.48,22.54,23.24,18.89,15.87,16.24,17.38,18.14,18.14,20.02,19.27,16.24,13.69,13.34,13.34,13,12.67,18.98,22.66,29.38,34.05,39.39,56.82,60.27,63.4,65.77,67.85,61.58,62.08,62.32,71.95,64.98
"169",7.69,7.13,7.11,7.11,7.16,7.35,8.21,7.16,8.37,9.55,9.11,7.8,7.93,7.8,7.23,7.16,7.11,7.42,9.68,12.42,14.47,18.06,20.61,24.48,27.81,30.8,32.48,35.9,36.7,38.14,40.57,42,43.67,44.57,40.77,37.05,33.53,29.88,26.04,22.69,19.01,15.28,11.6,7.1,7.03,6.77,6.72,6.77,7.41,7.56,8.04,7.78,7.92,6.96,6.83,6.55,6.67,6.56,7.31,6.63,6.59,6.63,6.83,6.77,10.42,14.29,18.47,22.21,25.91,29.77,33.5,37.22,40.98,50.82,52.67,53.16,55.29,52.08,55.72,51.12,55.22,58.28,57.75,61.54,54.62,43.3,54.99,58.22,46.7,40.35,41.29,39.46,41.29,47.94,45.51,47.94,45.51,50.59,49.23,53.46,47.94,51.99,49.23,56.16,50.51,54.05,54.93,51.37,45.81,46.23,47.19,45.02,45.14,46.19,49.81,48.74,57.47,60.23,57.88,59.08,58.22,67.08,73.37,74.83,72.81,68.32,79.27,73.62,75.43,62.1,74.27,67.33,62.91,60.76,52.62,71.92,62.91,67.33,79.07,99.33,99.33,104.55,107.17,107.17,127.69,125.21,109.78,104.55,101.94,117.58,114.99,112.39,127.69,105.57,96.71,83.15,73.39,70.01,65.18,63.4,44.72,41.72,38.51,35.51,32.49,29.62,26.46,23.57,20.51,17.12,14.16,11.1,7.78,7.98,7.78,7.78,7.64,7.33,7.78,8.24,8.15,8.24,8.24,8.35,8.4,8.41,8.37,8.21,8.21,8.21,8.34,8.34,8.34,8.39,8.34,12.03,15.44,19.28,22.96,26.58,30.17,33.64,37.38,41.01,52.17,50.47,49.72,54.37,62.55,56.91,55.85,51.33,51.47,52.83,49.21,53.33,47.65,50.58,61.5,64.28,74.27,65.1,62.91,99.33,81.52,74.27,81.52,89.03,101.94,104.55,94.15,71.92,79.07,86.5,83.99,94.15,104.55,110.62,110.7,103.93,80.39,72.55,60.33,64.09,55.96,61.46,58.71,56.92,50.88,45.55,42.66,41.28,39.81,37.34,34.27,32.93,32.29,30.79,29.39,26.67,23.8,22.45,21.89,19.64,24.25,23.58,24.25,24.25,21.84,22.89,23.58,19.27,16.24,16.62,17.76,18.52,18.52,20.39,19.64,16.62,14.04,13.69,13.69,13.34,13,19.28,22.88,29.57,34.18,39.47,56.82,59.8,62.79,65.77,66.96,60.62,61,61.13,70.53,63.53
"170",7.8,7.16,7.12,7.11,7.19,7.42,8.37,7.19,8.54,9.78,9.32,7.93,8.06,7.93,7.28,7.19,7.12,7.5,9.74,12.53,14.55,18.22,20.78,24.7,28.03,31.01,32.67,36.08,36.85,38.27,40.68,42.09,43.73,44.58,40.78,37.07,33.55,29.91,26.08,22.73,19.06,15.34,11.66,7.18,7.1,6.83,6.77,6.83,7.48,7.64,8.1,7.85,7.98,7.03,6.89,6.57,6.72,6.54,7.17,6.59,6.63,6.67,6.89,6.83,10.46,14.34,18.53,22.26,25.95,29.8,33.53,37.25,41,51.03,53.05,53.66,55.96,52.74,56.61,51.95,56.3,59.57,59.13,63.14,56.09,44.38,56.57,59.92,47.94,41.29,42.27,40.35,42.27,49.23,46.7,49.23,46.7,51.99,50.59,54.99,49.23,53.46,50.59,57.7,51.74,55.34,56.16,52.38,46.49,46.84,47.76,45.39,45.43,46.44,50.15,48.95,57.15,59.74,57.27,58.33,57.35,65.97,72.07,73.39,71.25,66.68,77.37,71.65,73.32,60.09,71.92,65.1,60.76,58.66,50.7,69.61,60.76,65.1,76.65,96.74,96.74,101.94,104.55,104.55,125.21,122.69,107.17,101.94,99.33,114.99,112.39,109.78,125.21,103.24,94.66,81.4,71.95,68.84,64.29,62.79,44.73,41.73,38.53,35.53,32.52,29.63,26.49,23.57,20.52,17.17,14.21,11.16,7.85,8.04,7.85,7.85,7.71,7.41,7.85,8.28,8.2,8.28,8.28,8.37,8.39,8.4,8.34,8.16,8.16,8.16,8.32,8.32,8.32,8.37,8.32,12.01,15.4,19.26,22.96,26.57,30.18,33.67,37.39,41.03,51.89,50.13,49.3,53.73,61.69,56.02,54.88,50.35,50.39,51.62,47.98,51.9,46.26,49.02,59.59,62.2,71.92,62.91,60.76,96.74,79.07,71.92,79.07,86.5,99.33,101.94,91.58,69.61,76.65,83.99,81.52,91.58,101.94,108.19,108.48,101.87,78.52,70.91,59,62.83,54.97,60.51,57.93,56.3,50.5,45.6,42.71,41.37,39.92,37.48,34.42,33.12,32.5,31.03,29.64,26.95,24.11,22.78,22.24,20.02,24.59,23.92,24.59,24.59,22.19,23.24,23.92,19.64,16.62,17,18.14,18.89,18.89,20.75,20.02,17,14.4,14.04,14.04,13.69,13.34,19.59,23.1,29.77,34.31,39.55,56.49,59.8,62.79,65.01,66.07,59.67,59.93,59.96,69.12,62.1
"171",7.93,7.19,7.13,7.12,7.23,7.5,8.54,7.23,8.72,10.03,9.55,8.06,8.21,8.06,7.35,7.23,7.13,7.59,9.82,12.65,14.63,18.4,20.96,24.92,28.25,31.22,32.86,36.25,37,38.4,40.79,42.18,43.8,44.58,40.78,37.09,33.58,29.95,26.13,22.76,19.1,15.39,11.71,7.25,7.18,6.89,6.83,6.89,7.56,7.71,8.15,7.92,8.04,7.1,6.96,6.59,6.77,6.53,7.04,6.56,6.67,6.72,6.96,6.89,10.51,14.39,18.59,22.31,26,29.84,33.55,37.27,41.01,51.24,53.43,54.17,56.64,53.42,57.53,52.8,57.42,60.9,60.55,64.8,57.62,45.51,58.22,61.68,49.23,42.27,43.3,41.29,43.3,50.59,47.94,50.59,47.94,53.46,51.99,56.57,50.59,54.99,51.99,59.3,53.03,56.68,57.44,53.43,47.2,47.48,48.35,45.78,45.73,46.71,50.5,49.16,56.82,59.25,56.66,57.58,56.5,64.87,70.79,71.95,69.7,65.07,75.5,69.72,71.23,58.12,69.61,62.91,58.66,56.6,48.82,67.33,58.66,62.91,74.27,94.15,94.15,99.33,104.55,104.55,122.69,120.14,104.55,99.33,96.74,112.39,109.78,107.17,122.69,100.92,92.62,79.66,70.53,67.68,63.42,62.79,44.74,41.74,38.55,35.56,32.54,29.63,26.51,23.56,20.53,17.22,14.26,11.2,7.92,8.1,7.92,7.92,7.78,7.48,7.92,8.32,8.24,8.32,8.32,8.39,8.37,8.39,8.32,8.11,8.11,8.11,8.28,8.28,8.28,8.34,8.28,11.99,15.36,19.23,22.95,26.55,30.2,33.69,37.41,41.04,51.61,49.79,48.88,53.11,60.83,55.14,53.92,49.4,49.34,50.43,46.79,50.51,44.91,47.49,57.71,60.17,69.61,60.76,58.66,94.15,76.65,69.61,76.65,83.99,96.74,99.33,89.03,67.33,74.27,81.52,79.07,89.03,99.33,105.76,106.24,99.79,76.67,69.29,57.7,61.59,54,59.57,57.17,55.69,50.13,45.64,42.76,41.47,40.04,37.62,34.58,33.31,32.71,31.26,29.89,27.23,24.42,23.11,22.58,20.39,24.92,24.25,24.92,24.92,22.54,23.58,24.25,20.02,17,17.38,18.52,19.27,19.27,21.12,20.39,17.38,14.76,14.4,14.4,14.04,13.69,19.9,23.32,29.97,34.44,39.63,56.17,59.33,62.17,64.26,65.18,58.73,58.88,58.8,67.73,60.7
"172",8.06,7.23,7.16,7.13,7.28,7.59,8.72,7.28,8.91,10.29,9.78,8.21,8.37,8.21,7.42,7.28,7.16,7.69,9.91,12.78,14.73,18.58,21.14,25.14,28.48,31.44,33.05,36.41,37.15,38.53,40.9,42.27,43.87,44.59,40.79,37.11,33.61,29.98,26.17,22.8,19.14,15.43,11.77,7.33,7.25,6.96,6.89,6.96,7.64,7.78,8.2,7.98,8.1,7.18,7.03,6.63,6.83,6.53,6.93,6.54,6.72,6.77,7.03,6.96,10.55,14.44,18.64,22.36,26.04,29.88,33.58,37.29,41.03,51.46,53.82,54.69,57.35,54.13,58.48,53.7,58.58,62.27,62.02,66.5,59.2,46.7,59.92,63.51,50.59,43.3,44.38,42.27,44.38,51.99,49.23,51.99,49.23,54.99,53.46,58.22,51.99,56.57,53.46,60.95,54.36,58.06,58.76,54.52,47.94,48.14,48.97,46.19,46.05,46.98,50.87,49.38,56.82,58.76,56.07,56.85,55.66,63.79,69.51,70.53,68.17,63.48,73.64,67.81,69.18,56.19,67.33,60.76,56.6,54.59,47,65.1,56.6,60.76,71.92,91.58,91.58,96.74,101.94,101.94,120.14,117.58,104.55,96.74,94.15,109.78,107.17,104.55,120.14,98.59,92.62,77.94,69.12,66.54,62.55,62.17,44.75,41.74,38.57,35.58,32.56,29.64,26.53,23.55,20.54,17.27,14.3,11.25,7.98,8.15,7.98,7.98,7.85,7.56,7.98,8.35,8.28,8.35,8.35,8.4,8.34,8.37,8.28,8.06,8.06,8.06,8.25,8.25,8.25,8.32,8.25,11.96,15.31,19.21,22.94,26.53,30.21,33.72,37.43,41.06,51.35,49.46,48.47,52.5,59.99,54.29,52.99,48.47,48.31,49.27,45.62,49.14,43.6,46,55.88,58.19,67.33,58.66,56.6,91.58,74.27,67.33,74.27,81.52,94.15,96.74,86.5,65.1,71.92,79.07,76.65,86.5,96.74,103.32,103.99,97.71,74.84,67.68,56.42,60.37,53.05,58.64,56.41,55.09,49.77,45.69,42.82,41.56,40.16,37.77,34.74,33.5,32.93,31.49,30.14,27.51,24.73,23.44,22.92,20.75,25.25,24.59,25.25,25.25,22.89,23.92,24.59,20.39,17.38,17.76,18.89,19.64,19.64,21.48,20.75,17.76,15.13,14.76,14.76,14.4,14.04,20.21,23.56,30.18,34.58,39.71,55.84,58.86,61.56,63.51,64.29,57.81,57.85,57.67,66.35,59.32
"173",8.21,7.28,7.19,7.16,7.35,7.69,8.91,7.35,9.11,10.55,10.03,8.37,8.54,8.37,7.5,7.35,7.19,7.8,10.01,12.92,14.83,18.77,21.34,25.37,28.7,31.65,33.24,36.58,37.3,38.66,41.01,42.35,43.93,44.6,40.8,37.13,33.64,30.01,26.21,22.83,19.17,15.48,11.81,7.41,7.33,7.03,6.96,7.03,7.71,7.85,8.24,8.04,8.15,7.25,7.1,6.67,6.89,6.55,6.83,6.53,6.77,6.83,7.1,7.03,10.61,14.49,18.7,22.41,26.08,29.91,33.61,37.31,41.04,51.69,54.23,55.23,58.07,54.87,59.46,54.62,59.78,63.69,63.54,68.26,60.83,47.94,61.68,65.39,51.99,44.38,45.51,43.3,45.51,53.46,50.59,53.46,50.59,56.57,54.99,59.92,53.46,58.22,54.99,62.66,55.75,59.49,60.13,55.65,48.71,48.84,49.62,46.62,46.38,47.28,51.25,49.61,56.49,58.28,55.48,56.13,54.84,62.72,68.25,69.12,66.66,61.92,71.8,65.93,67.16,54.3,65.1,58.66,54.59,52.62,45.22,62.91,54.59,58.66,69.61,89.03,89.03,94.15,99.33,99.33,117.58,114.99,101.94,94.15,91.58,107.17,104.55,104.55,117.58,98.59,90.58,76.22,67.73,65.4,61.69,61.56,44.76,41.75,38.58,35.6,32.58,29.64,26.55,23.53,20.54,17.31,14.33,11.29,8.04,8.2,8.04,8.04,7.92,7.64,8.04,8.37,8.32,8.37,8.37,8.41,8.32,8.34,8.25,8.01,8.01,8.01,8.21,8.21,8.21,8.28,8.21,11.93,15.27,19.18,22.92,26.51,30.23,33.74,37.45,41.07,51.08,49.14,48.08,51.91,59.16,53.45,52.08,47.57,47.31,48.15,44.49,47.82,42.32,44.55,54.08,56.24,65.1,56.6,54.59,89.03,71.92,65.1,71.92,79.07,91.58,94.15,83.99,62.91,69.61,76.65,74.27,83.99,94.15,100.88,101.74,95.63,73.03,66.1,55.16,59.17,52.12,57.73,55.67,54.5,49.42,45.73,42.88,41.66,40.28,37.91,34.9,33.69,33.13,31.72,30.39,27.79,25.03,23.76,23.26,21.12,25.59,24.92,25.59,25.59,23.24,24.25,24.92,20.75,17.76,18.14,19.27,20.02,20.02,21.84,21.12,18.14,15.5,15.13,15.13,14.76,14.4,20.53,23.79,30.38,34.73,39.8,55.52,58.4,60.95,62.76,63.42,56.91,56.84,56.56,64.99,57.97
"174",8.37,7.35,7.23,7.19,7.42,7.8,9.11,7.42,9.32,10.83,10.29,8.54,8.72,8.54,7.59,7.42,7.23,7.93,10.11,13.07,14.94,18.97,21.54,25.6,28.93,31.86,33.43,36.75,37.46,38.79,41.12,42.44,44,44.6,40.81,37.15,33.67,30.04,26.25,22.86,19.21,15.52,11.86,7.48,7.41,7.1,7.03,7.1,7.78,7.92,8.28,8.1,8.2,7.33,7.18,6.72,6.96,6.57,6.75,6.53,6.83,6.89,7.18,7.1,10.67,14.55,18.76,22.46,26.13,29.95,33.64,37.33,41.06,51.92,54.65,55.79,58.81,55.63,60.47,55.58,61.01,65.14,65.1,70.06,62.52,49.23,63.51,67.33,53.46,45.51,46.7,44.38,46.7,54.99,51.99,54.99,51.99,58.22,56.57,61.68,54.99,59.92,56.57,64.43,57.19,60.97,61.54,56.82,49.52,49.57,50.29,47.07,46.73,47.58,51.64,49.86,56.17,57.8,54.9,55.42,54.04,61.66,67,67.73,65.17,60.38,69.99,64.08,65.17,52.45,62.91,56.6,52.62,50.7,43.49,60.76,52.62,56.6,67.33,86.5,86.5,91.58,96.74,96.74,114.99,112.39,99.33,91.58,89.03,104.55,104.55,101.94,114.99,96.26,88.54,74.52,66.35,64.28,60.83,60.95,44.76,41.76,38.6,35.61,32.6,29.64,26.57,23.51,20.54,17.34,14.37,11.33,8.1,8.24,8.1,8.1,7.98,7.71,8.1,8.39,8.35,8.39,8.39,8.41,8.28,8.32,8.21,7.96,7.96,7.96,8.16,8.16,8.16,8.25,8.16,11.9,15.22,19.14,22.9,26.49,30.23,33.76,37.46,41.08,50.82,48.83,47.7,51.33,58.34,52.63,51.19,46.69,46.34,47.05,43.39,46.52,41.08,43.15,52.33,54.33,62.91,54.59,52.62,86.5,69.61,62.91,69.61,76.65,89.03,91.58,81.52,60.76,67.33,74.27,71.92,81.52,91.58,100.88,99.47,93.54,71.24,64.54,53.93,57.99,51.21,56.83,54.94,53.92,49.08,45.78,42.94,41.75,40.4,38.05,35.07,33.88,33.34,31.95,30.64,28.07,25.34,24.09,23.6,21.48,25.92,25.25,25.92,25.92,23.58,24.59,25.25,21.12,18.14,18.52,19.64,20.39,20.39,22.19,21.48,18.52,15.87,15.5,15.5,15.13,14.76,20.85,24.03,30.59,34.87,39.89,55.2,57.93,60.35,62.02,62.55,56.02,55.85,55.47,63.65,56.64
"175",8.54,7.42,7.28,7.23,7.5,7.93,9.32,7.5,9.55,11.11,10.55,8.72,8.91,8.72,7.69,7.5,7.28,8.06,10.23,13.23,15.07,19.18,21.75,25.84,29.17,32.08,33.63,36.91,37.61,38.92,41.23,42.53,44.07,44.61,40.83,37.18,33.69,30.07,26.29,22.88,19.23,15.55,11.9,7.56,7.48,7.18,7.1,7.18,7.85,7.98,8.32,8.15,8.24,7.41,7.25,6.77,7.03,6.59,6.68,6.55,6.89,6.96,7.25,7.18,10.73,14.61,18.81,22.51,26.17,29.98,33.67,37.36,41.07,52.17,55.08,56.36,59.58,56.41,61.5,56.57,62.28,66.63,66.7,71.9,64.26,50.59,65.39,69.32,54.99,46.7,47.94,45.51,47.94,56.57,53.46,56.57,53.46,59.92,58.22,63.51,56.57,61.68,58.22,66.24,58.68,62.5,62.99,58.03,50.37,50.33,51,47.54,47.1,47.91,52.05,50.11,55.84,57.32,54.33,54.72,53.25,60.62,65.76,66.35,63.7,58.88,68.2,62.27,63.21,50.65,60.76,54.59,50.7,48.82,41.8,58.66,50.7,54.59,65.1,83.99,83.99,89.03,94.15,94.15,112.39,109.78,96.74,89.03,86.5,104.55,101.94,99.33,112.39,93.94,86.51,72.84,64.99,63.17,59.99,60.35,44.77,41.76,38.62,35.63,32.62,29.63,26.58,23.49,20.53,17.38,14.4,11.36,8.15,8.28,8.15,8.15,8.04,7.78,8.15,8.4,8.37,8.4,8.4,8.41,8.25,8.28,8.16,7.9,7.9,7.9,8.11,8.11,8.11,8.21,8.11,11.86,15.17,19.11,22.88,26.47,30.24,33.78,37.47,41.1,50.57,48.53,47.32,50.76,57.53,51.83,50.32,45.84,45.39,45.98,42.33,45.27,39.88,41.78,50.62,52.47,60.76,52.62,50.7,83.99,67.33,60.76,67.33,74.27,86.5,89.03,79.07,58.66,65.1,71.92,69.61,79.07,89.03,98.44,97.21,93.54,69.47,63.01,52.73,56.83,50.32,55.95,54.22,53.35,48.75,45.83,43,41.84,40.51,38.19,35.23,34.07,33.55,32.17,30.88,28.34,25.64,24.41,23.93,21.84,26.25,25.59,26.25,26.25,23.92,24.92,25.59,21.48,18.52,18.89,20.02,20.75,20.75,22.54,21.84,18.89,16.24,15.87,15.87,15.5,15.13,21.17,24.28,30.8,35.02,39.98,54.88,57.47,59.75,61.28,61.69,55.14,54.88,54.4,62.33,55.34
